accession,taxid,superkingdom,phylum,class,order,family,genus,species
NC_082563.1,1311451,NA,Chordata,Actinopteri,Trachichthyiformes,Trachichthyidae,Hoplostethus,Hoplostethus occidentalis
NC_082560.1,630648,NA,Chordata,Actinopteri,Gadiformes,Macrouridae,Bathygadus,Bathygadus favosus
NC_082559.1,216979,NA,Chordata,Actinopteri,Gadiformes,Macrouridae,Coelorinchus,Coelorinchus occa
NC_082558.1,2996720,NA,Chordata,Actinopteri,Perciformes,Peristediidae,Peristedion,Peristedion longispatha
NC_082557.1,2048767,NA,Chordata,Actinopteri,Anguilliformes,Congridae,Xenomystax,Xenomystax atrarius
NC_082555.1,8265,NA,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Pseudopleuronectes,Pseudopleuronectes americanus
NC_082554.1,94949,NA,Chordata,Actinopteri,Carangiformes,Carangidae,Seriola,Seriola fasciata
NC_082553.1,472766,NA,Chordata,Actinopteri,Stomiiformes,Stomiidae,Stomias,Stomias boa
NC_082552.1,39110,NA,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Sphoeroides,Sphoeroides nephelus
NC_082551.1,2961587,NA,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Canthigaster,Canthigaster epilampra
NC_082550.1,224718,NA,Chordata,Actinopteri,Clupeiformes,Engraulidae,Anchoa,Anchoa mitchilli
NC_082548.1,1604631,NA,Chordata,Actinopteri,Stomiiformes,Stomiidae,Opostomias,Opostomias mitsuii
NC_082547.1,1003968,NA,Chordata,Actinopteri,Scombriformes,Nomeidae,Nomeus,Nomeus gronovii
NC_082546.1,1311474,NA,Chordata,Actinopteri,Aulopiformes,Alepisauridae,Omosudis,Omosudis lowii
NC_082545.1,271940,NA,Chordata,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus
NC_082544.1,172147,NA,Chordata,Actinopteri,Aulopiformes,Evermannellidae,Coccorella,Coccorella atlantica
NC_082531.1,2759230,NA,Chordata,Actinopteri,Syngnathiformes,Mullidae,Parupeneus,Parupeneus crassilabris
NC_082530.1,475168,NA,Chordata,Actinopteri,Syngnathiformes,Mullidae,Parupeneus,Parupeneus barberinus
NC_082528.1,2862834,NA,Chordata,Actinopteri,Syngnathiformes,Mullidae,Parupeneus,Parupeneus biaculeatus
NC_082527.1,586843,NA,Chordata,Actinopteri,Syngnathiformes,Mullidae,Parupeneus,Parupeneus barberinoides
NC_082507.1,113275,NA,Chordata,Mammalia,Macroscelidea,Macroscelididae,Elephantulus,Elephantulus brachyrhynchus
NC_082506.1,113277,NA,Chordata,Mammalia,Macroscelidea,Macroscelididae,Elephantulus,Elephantulus myurus
NC_082504.1,320637,NA,Chordata,Mammalia,Macroscelidea,Macroscelididae,Rhynchocyon,Rhynchocyon petersi
OR416862.1,327696,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Schizothorax,Schizothorax kozlovi
OL806598.1,147208,NA,Chordata,Actinopteri,Perciformes,Cottidae,Cottus,Cottus bairdii
MZ981740.1,543309,NA,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Rhinichthys,Rhinichthys evermanni
OR450323.1,300877,NA,Chordata,Mammalia,Carnivora,Felidae,Prionailurus,Prionailurus bengalensis
OR546235.1,57982,NA,Chordata,Chondrichthyes,Lamniformes,Alopiidae,Cetorhinus,Cetorhinus maximus
OR546217.1,3028466,NA,Chordata,Actinopteri,Blenniiformes,Chaenopsidae,Acanthemblemaria,Acanthemblemaria sp. AC-2023
OR546203.1,3075083,NA,Chordata,Actinopteri,Scombriformes,Ariommatidae,Ariomma,Ariomma sp.
OR546191.1,3075086,NA,Chordata,Actinopteri,Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus sp.
OR546175.1,349644,NA,Chordata,Actinopteri,Scombriformes,Gempylidae,Promethichthys,Promethichthys prometheus
OR546166.1,3075085,NA,Chordata,Actinopteri,Notacanthiformes,Halosauridae,Halosaurus,Halosaurus sp.
NC_082324.1,316378,NA,Chordata,Actinopteri,Kurtiformes,Apogonidae,Fowleria,Fowleria isostigma
NC_082322.1,181117,NA,Chordata,Aves,Passeriformes,Prunellidae,Prunella,Prunella modularis
NC_082321.1,175133,NA,Chordata,Aves,Passeriformes,Prunellidae,Prunella,Prunella collaris
NC_082320.1,2933650,NA,Chordata,Mammalia,Chiroptera,Vespertilionidae,Rhogeessa,Rhogeessa aenea
NC_082319.1,153298,NA,Chordata,Mammalia,Chiroptera,Vespertilionidae,Rhogeessa,Rhogeessa parvula
NC_082312.1,307970,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Linichthys,Linichthys laticeps
NC_082310.1,2306880,NA,Chordata,Mammalia,Eulipotyphla,Talpidae,Talpa,Talpa martinorum
NC_082285.1,3070152,NA,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Platichthys,Platichthys stellatus x Verasper variegatus
NC_082283.1,1508112,NA,Chordata,Actinopteri,Perciformes,Cottidae,Alcichthys,Alcichthys elongatus
NC_082232.1,573969,NA,Chordata,NA,Testudines,Emydidae,Chrysemys,Chrysemys dorsalis
NC_082230.1,337708,NA,Chordata,Actinopteri,Siluriformes,Plotosidae,Porochilus,Porochilus rendahli
NC_082229.1,2888834,NA,Chordata,Actinopteri,Gobiiformes,Eleotridae,Hypseleotris,Hypseleotris bucephala
NC_082228.1,2888835,NA,Chordata,Actinopteri,Gobiiformes,Eleotridae,Hypseleotris,Hypseleotris acropinna
NC_082203.1,1231916,NA,Chordata,Actinopteri,Gobiiformes,Gobiidae,Acanthogobius,Acanthogobius lactipes
NC_082195.1,867829,NA,Chordata,Mammalia,Chiroptera,Hipposideridae,Hipposideros,Hipposideros lylei
NC_082188.1,74930,NA,Chordata,NA,Testudines,Geoemydidae,Orlitia,Orlitia borneensis
NC_082184.1,2925224,NA,Chordata,Actinopteri,Syngnathiformes,Pegasidae,Pegasus,Pegasus sinensis
NC_082183.1,1888206,NA,Chordata,Actinopteri,Syngnathiformes,Pegasidae,Pegasus,Pegasus laternarius
NC_082182.1,2741209,NA,Chordata,Actinopteri,Syngnathiformes,Pegasidae,Pegasus,Pegasus nanhaiensis
NC_082181.1,431939,NA,Chordata,Amphibia,Anura,Ranidae,Odorrana,Odorrana nasuta
NC_082178.1,2969776,NA,Chordata,Actinopteri,Cypriniformes,Gobionidae,Gnathopogon,Gnathopogon tsinanensis
NC_082172.1,274059,NA,Chordata,Aves,Psittaciformes,Psittaculidae,Trichoglossus,Trichoglossus euteles
NC_082171.1,309841,NA,Chordata,Aves,Psittaciformes,Psittacidae,Rhynchopsitta,Rhynchopsitta pachyrhyncha
NC_082170.1,2918857,NA,Chordata,Aves,Psittaciformes,Psittacidae,Pyrrhura,Pyrrhura chapmani
NC_082169.1,136503,NA,Chordata,Aves,Psittaciformes,Psittacidae,Psittacara,Psittacara mitratus
NC_082168.1,867390,NA,Chordata,Aves,Psittaciformes,Psittacidae,Psittacara,Psittacara holochlorus
NC_082167.1,1230190,NA,Chordata,Aves,Psittaciformes,Psittacidae,Aratinga,Aratinga maculata
NC_082165.1,51900,NA,Chordata,Aves,Psittaciformes,Psittacidae,Anodorhynchus,Anodorhynchus hyacinthinus
NC_082164.1,241562,NA,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona leucocephala
NC_082093.1,2039360,NA,Chordata,Amphibia,Anura,Ptychadenidae,Ptychadena,Ptychadena harenna
NC_082092.1,1342835,NA,Chordata,Amphibia,Anura,Ptychadenidae,Ptychadena,Ptychadena neumanni
NC_082091.1,2842114,NA,Chordata,Amphibia,Anura,Ptychadenidae,Ptychadena,Ptychadena delphina
NC_082090.1,2842113,NA,Chordata,Amphibia,Anura,Ptychadenidae,Ptychadena,Ptychadena doro
NC_082089.1,2039359,NA,Chordata,Amphibia,Anura,Ptychadenidae,Ptychadena,Ptychadena goweri
NC_082087.1,1342833,NA,Chordata,Amphibia,Anura,Ptychadenidae,Ptychadena,Ptychadena erlangeri
NC_082086.1,1342834,NA,Chordata,Amphibia,Anura,Ptychadenidae,Ptychadena,Ptychadena nana
NC_082082.1,1342839,NA,Chordata,Amphibia,Anura,Ptychadenidae,Ptychadena,Ptychadena wadei
NC_082081.1,2039362,NA,Chordata,Amphibia,Anura,Ptychadenidae,Ptychadena,Ptychadena nuerensis
NC_082080.1,127654,NA,Chordata,Amphibia,Anura,Ptychadenidae,Ptychadena,Ptychadena anchietae
NC_082066.1,75485,NA,Chordata,Aves,Charadriiformes,Laridae,Rissa,Rissa tridactyla
NC_081978.1,3007093,NA,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus francisi
NC_081963.1,909121,NA,Chordata,Actinopteri,Lutjaniformes,Lutjanidae,Lutjanus,Lutjanus ehrenbergii
NC_081957.1,1478008,NA,Chordata,Actinopteri,Gobiiformes,Gobiidae,Trimma,Trimma macrophthalmum
OP056178.1,103435,NA,Chordata,Amphibia,Anura,Bufonidae,Strauchbufo,Strauchbufo raddei
OP378549.1,9837,NA,Chordata,Mammalia,Artiodactyla,Camelidae,Camelus,Camelus bactrianus
OQ835380.1,99830,NA,Chordata,Mammalia,Rodentia,Sciuridae,Spermophilus,Spermophilus alashanicus
OR397963.1,2976214,NA,Chordata,Actinopteri,Gobiiformes,Gobiidae,Odontamblyopus,Odontamblyopus sp. DK-2022
NC_081589.1,537920,NA,Chordata,Mammalia,Rodentia,Cricetidae,Clethrionomys,Clethrionomys rutilus
NC_081588.1,1665529,NA,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus ilaeus
NC_081587.1,282341,NA,Chordata,Mammalia,Rodentia,Cricetidae,Neodon,Neodon clarkei
NC_081586.1,870527,NA,Chordata,Mammalia,Rodentia,Cricetidae,Eothenomys,Eothenomys eva
NC_081585.1,2613871,NA,Chordata,Mammalia,Rodentia,Cricetidae,Neodon,Neodon shergylaensis
NC_081584.1,399230,NA,Chordata,Mammalia,Rodentia,Cricetidae,Neodon,Neodon leucurus
NC_081583.1,1073271,NA,Chordata,Mammalia,Rodentia,Cricetidae,Neodon,Neodon linzhiensis
NC_081582.1,2576039,NA,Chordata,Mammalia,Rodentia,Cricetidae,Neodon,Neodon forresti
NC_081581.1,2162902,NA,Chordata,Mammalia,Rodentia,Cricetidae,Alexandromys,Alexandromys limnophilus
NC_081580.1,100897,NA,Chordata,Mammalia,Rodentia,Cricetidae,Alexandromys,Alexandromys fortis
NC_081579.1,470139,NA,Chordata,Mammalia,Rodentia,Cricetidae,Alexandromys,Alexandromys maximowiczii
NC_081578.1,2613867,NA,Chordata,Mammalia,Rodentia,Cricetidae,Neodon,Neodon medogensis
NC_081577.1,259049,NA,Chordata,Mammalia,Rodentia,Cricetidae,Eothenomys,Eothenomys cachinus
OQ862324.1,481700,NA,Chordata,Actinopteri,Cypriniformes,Acheilognathidae,Tanakia,Tanakia koreensis
MG800785.1,1479045,NA,Chordata,Actinopteri,Cypriniformes,Acheilognathidae,Tanakia,Tanakia latimarginata
OR499752.1,91975,NA,Chordata,Actinopteri,Stomiiformes,Diplophidae,Diplophos,Diplophos taenia
OR499748.1,319757,NA,Chordata,Actinopteri,Tetraodontiformes,Ostraciidae,Lactoria,Lactoria diaphana
OR499746.1,1003697,NA,Chordata,Actinopteri,Tetraodontiformes,Monacanthidae,Cantherhines,Cantherhines pardalis
OR499745.1,3028467,NA,Chordata,Actinopteri,Aulopiformes,Chlorophthalmidae,Chlorophthalmus,Chlorophthalmus sp. AC-2023
OP745534.1,2654710,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Sinocyclocheilus,Sinocyclocheilus sanxiaensis
OR482560.1,260508,NA,Chordata,Actinopteri,Osmeriformes,Osmeridae,Spirinchus,Spirinchus thaleichthys
OR482559.1,240832,NA,Chordata,Actinopteri,Osmeriformes,Osmeridae,Thaleichthys,Thaleichthys pacificus
OR482540.1,72065,NA,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,Sebastes ciliatus
OR482534.1,72085,NA,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,Sebastes melanops
OR482512.1,100188,NA,Chordata,Actinopteri,NA,Embiotocidae,Brachyistius,Brachyistius frenatus
OR482505.1,8073,NA,Chordata,Actinopteri,Lophiiformes,Lophiidae,Lophius,Lophius americanus
OR482502.1,3071817,NA,Chordata,Actinopteri,Lophiiformes,Lophiidae,NA,Lophiidae sp.
OR482494.1,206128,NA,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Lagocephalus,Lagocephalus laevigatus
OR482491.1,479862,NA,Chordata,Actinopteri,Tetraodontiformes,Monacanthidae,Aluterus,Aluterus monoceros
OR482484.1,143339,NA,Chordata,Actinopteri,Caproiformes,Caproidae,Antigonia,Antigonia capros
OR482482.1,303946,NA,Chordata,Chondrichthyes,NA,Squatinidae,Squatina,Squatina dumeril
OR482480.1,143326,NA,Chordata,Actinopteri,Polymixiiformes,Polymixiidae,Polymixia,Polymixia lowei
OR482475.1,229059,NA,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Sphoeroides,Sphoeroides pachygaster
OR482451.1,316150,NA,Chordata,Actinopteri,Scombriformes,Tetragonuridae,Tetragonurus,Tetragonurus cuvieri
OR482450.1,388628,NA,Chordata,Actinopteri,Tetraodontiformes,Diodontidae,Chilomycterus,Chilomycterus reticulatus
OR482449.1,1051621,NA,Chordata,Actinopteri,Scombriformes,Tetragonuridae,Tetragonurus,Tetragonurus atlanticus
OR482446.1,129057,NA,Chordata,Actinopteri,Beloniformes,Exocoetidae,Parexocoetus,Parexocoetus brachypterus
OR482445.1,13676,NA,Chordata,Actinopteri,Scombriformes,Scombridae,Scomber,Scomber japonicus
OR482444.1,316144,NA,Chordata,Actinopteri,Scombriformes,Nomeidae,Psenes,Psenes pellucidus
OR482442.1,302047,NA,Chordata,Actinopteri,Carangiformes,Carangidae,Seriola,Seriola lalandi
OQ731411.1,43334,NA,Chordata,Mammalia,Artiodactyla,Cervidae,Mazama,Mazama americana
OQ731410.1,1380314,NA,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,Odocoileus pandora
NC_045404.1,511736,NA,Chordata,Mammalia,Artiodactyla,Delphinidae,Sousa,Sousa teuszii
OR288172.1,3061933,NA,Chordata,Lepidosauria,Squamata,Diplodactylidae,Rhacodactylus,Rhacodactylus willihenkeli
MZ457419.1,183661,NA,Chordata,Mammalia,Eulipotyphla,Soricidae,Cryptotis,Cryptotis parvus
MZ457418.1,1743239,NA,Chordata,Mammalia,Eulipotyphla,Soricidae,Cryptotis,Cryptotis tropicalis
MZ457417.1,1743238,NA,Chordata,Mammalia,Eulipotyphla,Soricidae,Cryptotis,Cryptotis merriami
MZ457416.1,1743243,NA,Chordata,Mammalia,Eulipotyphla,Soricidae,Cryptotis,Cryptotis oreoryctes
MZ457415.1,1743241,NA,Chordata,Mammalia,Eulipotyphla,Soricidae,Cryptotis,Cryptotis lacertosus
MZ457413.1,1003832,NA,Chordata,Mammalia,Eulipotyphla,Soricidae,Cryptotis,Cryptotis gracilis
MZ457412.1,1003236,NA,Chordata,Mammalia,Eulipotyphla,Soricidae,Cryptotis,Cryptotis nigrescens
MZ457411.1,268770,NA,Chordata,Mammalia,Eulipotyphla,Soricidae,Cryptotis,Cryptotis goldmani
MZ457410.1,257448,NA,Chordata,Mammalia,Eulipotyphla,Soricidae,Cryptotis,Cryptotis mexicanus
MZ457409.1,1425349,NA,Chordata,Mammalia,Eulipotyphla,Soricidae,Cryptotis,Cryptotis mayensis
MW205890.1,2340998,NA,Chordata,Mammalia,Carnivora,Mephitidae,Spilogale,Spilogale interrupta
OK326893.1,2878263,NA,Chordata,Mammalia,Artiodactyla,Ziphiidae,Mesoplodon,Mesoplodon eueu
OK326891.1,52113,NA,Chordata,Mammalia,Artiodactyla,Ziphiidae,Mesoplodon,Mesoplodon mirus
MT157216.1,1620830,NA,Chordata,Mammalia,Rodentia,Sciuridae,Sundasciurus,Sundasciurus hippurus
MT157215.1,1002722,NA,Chordata,Mammalia,Rodentia,Sciuridae,Sundasciurus,Sundasciurus lowii
MT157214.1,2740395,NA,Chordata,Mammalia,Rodentia,Sciuridae,Sundasciurus,Sundasciurus robinsoni
MT157213.1,2740394,NA,Chordata,Mammalia,Rodentia,Sciuridae,Sundasciurus,Sundasciurus altitudinis
ON782294.1,329627,NA,Chordata,Mammalia,Rodentia,Cricetidae,Tscherskia,Tscherskia triton
OR269155.1,75854,NA,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas poecilorhyncha
OR264473.1,111452,NA,Chordata,Mammalia,Eulipotyphla,Erinaceidae,Mesechinus,Mesechinus dauuricus
MH061201.1,670337,NA,Chordata,Aves,Passeriformes,Alaudidae,Alaudala,Alaudala cheleensis
OR253895.1,573971,NA,Chordata,NA,Testudines,Kinosternidae,Sternotherus,Sternotherus carinatus
OR253893.1,8478,NA,Chordata,NA,Testudines,Emydidae,Chrysemys,Chrysemys picta
OR263624.1,27717,NA,Chordata,Actinopteri,Cypriniformes,Tincidae,Tinca,Tinca tinca
OR263620.1,120827,NA,Chordata,Actinopteri,Atheriniformes,Melanotaeniidae,Melanotaenia,Melanotaenia splendida
OR263619.1,135760,NA,Chordata,Actinopteri,Centrarchiformes,Percichthyidae,Maccullochella,Maccullochella macquariensis
OR263618.1,166778,NA,Chordata,Actinopteri,Gobiiformes,Eleotridae,Hypseleotris,Hypseleotris klunzingeri
OR263615.1,89558,NA,Chordata,Actinopteri,Galaxiiformes,Galaxiidae,Galaxias,Galaxias olidus
OP562409.1,1983394,NA,Chordata,Chondrichthyes,Myliobatiformes,Myliobatidae,Mobula,Mobula alfredi
ON756054.3,9626,NA,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes chama
OP598802.1,499858,NA,Chordata,Actinopteri,Scombriformes,Gempylidae,Thyrsites,Thyrsites atun
ON310810.1,1311532,NA,Chordata,Actinopteri,Atheriniformes,Atherinopsidae,Atherinopsis,Atherinopsis californiensis
MN487101.1,29092,NA,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus agrestis
MN487100.1,2613866,NA,Chordata,Mammalia,Rodentia,Cricetidae,Neodon,Neodon liaoruii
MN487098.1,798169,NA,Chordata,Mammalia,Rodentia,Cricetidae,Neodon,Neodon sikimensis
MN487097.1,2929752,NA,Chordata,Mammalia,Rodentia,Cricetidae,Neodon,Neodon namchabarwaensis
MN487096.1,798166,NA,Chordata,Mammalia,Rodentia,Cricetidae,Neodon,Neodon irene
MN487092.1,2613869,NA,Chordata,Mammalia,Rodentia,Cricetidae,Neodon,Neodon nyalamensis
MN487091.1,2613864,NA,Chordata,Mammalia,Rodentia,Cricetidae,Neodon,Neodon sp. bo BGI-2019
MN487086.1,407171,NA,Chordata,Mammalia,Rodentia,Cricetidae,Lasiopodomys,Lasiopodomys brandtii
MN487085.1,2929754,NA,Chordata,Mammalia,Rodentia,Cricetidae,Myodes,Myodes rufocanus
MN487080.1,771787,NA,Chordata,Mammalia,Rodentia,Cricetidae,Neodon,Neodon fuscus
MN487076.1,82468,NA,Chordata,Mammalia,Rodentia,Cricetidae,Eothenomys,Eothenomys melanogaster
OQ852470.1,2065825,NA,Chordata,Actinopteri,Gobiiformes,Odontobutidae,Microdous,Microdous chalmersi
NC_081187.1,7906,NA,Chordata,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,Acipenser ruthenus
OP326576.2,2065826,NA,Chordata,Actinopteri,Gobiiformes,Odontobutidae,Sineleotris,Sineleotris saccharae
OQ301637.2,2015309,NA,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Macrhybopsis,Macrhybopsis tetranema
OQ301638.1,64185,NA,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus gilae
MW322824.1,3359897,NA,Chordata,Actinopteri,NA,Ambassidae,Pseudambassis,Pseudambassis lala
NC_081048.1,119417,NA,Chordata,Aves,Musophagiformes,Musophagidae,Tauraco,Tauraco livingstonii
NC_081043.1,1502862,NA,Chordata,Actinopteri,Lampriformes,Trachipteridae,Trachipterus,Trachipterus ishikawae
NC_081040.1,150293,NA,Chordata,Actinopteri,Gobiiformes,Eleotridae,Butis,Butis melanostigma
NC_081038.1,512777,NA,Chordata,Actinopteri,Siluriformes,Plotosidae,Tandanus,Tandanus tandanus
NC_081037.1,56722,NA,Chordata,Actinopteri,Perciformes,Pseudaphritidae,Pseudaphritis,Pseudaphritis urvillii
NC_081036.1,587585,NA,Chordata,Actinopteri,Gobiiformes,Eleotridae,Philypnodon,Philypnodon macrostomus
NC_081035.1,150317,NA,Chordata,Actinopteri,Gobiiformes,Eleotridae,Philypnodon,Philypnodon grandiceps
NC_081034.1,301284,NA,Chordata,Actinopteri,Siluriformes,Plotosidae,Neosilurus,Neosilurus hyrtlii
NC_081033.1,135772,NA,Chordata,Actinopteri,Centrarchiformes,Percichthyidae,Nannoperca,Nannoperca oxleyana
NC_081032.1,135771,NA,Chordata,Actinopteri,Centrarchiformes,Percichthyidae,Nannoperca,Nannoperca obscura
NC_081031.1,135770,NA,Chordata,Actinopteri,Centrarchiformes,Percichthyidae,Nannoperca,Nannoperca australis
NC_081030.1,120844,NA,Chordata,Actinopteri,Atheriniformes,Melanotaeniidae,Melanotaenia,Melanotaenia fluviatilis
NC_081029.1,613163,NA,Chordata,Actinopteri,Galaxiiformes,Galaxiidae,Galaxias,Galaxias rostratus
NC_081028.1,613164,NA,Chordata,Actinopteri,Galaxiiformes,Galaxiidae,Galaxias,Galaxias oliros
NC_081026.1,613162,NA,Chordata,Actinopteri,Galaxiiformes,Galaxiidae,Galaxias,Galaxias fuscus
NC_081025.1,66447,NA,Chordata,Actinopteri,Galaxiiformes,Galaxiidae,Galaxias,Galaxias brevipinnis
NC_081024.1,613165,NA,Chordata,Actinopteri,Galaxiiformes,Galaxiidae,Galaxias,Galaxias arcanus
NC_081023.1,613161,NA,Chordata,Actinopteri,Atheriniformes,Atherinidae,Craterocephalus,Craterocephalus fluviatilis
NC_081022.1,613160,NA,Chordata,Actinopteri,Atheriniformes,Atherinidae,Craterocephalus,Craterocephalus amniculus
NC_081021.1,613159,NA,Chordata,Actinopteri,NA,Ambassidae,Ambassis,Ambassis agassizii
NC_081003.1,8752,NA,Chordata,Lepidosauria,Squamata,Viperidae,Lachesis,Lachesis muta
NC_081002.1,1659774,NA,Chordata,Amphibia,Anura,Ranidae,Hydrophylax,Hydrophylax leptoglossa
NC_081000.1,3056955,NA,Chordata,Amphibia,Anura,Megophryidae,Boulenophrys,Boulenophrys baishanzuensis
NC_080983.1,244084,NA,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona vinacea
NC_080970.1,36797,NA,Chordata,Mammalia,Rodentia,Muridae,Melomys,Melomys cervinipes
NC_080969.1,471132,NA,Chordata,Aves,Columbiformes,Columbidae,Macropygia,Macropygia nigrirostris
NC_080911.1,48154,NA,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus,Phylloscopus trochiloides
NC_080910.1,56437,NA,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus,Phylloscopus reguloides
NC_080895.1,156698,NA,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Notropis,Notropis girardi
NC_080894.1,1010706,NA,Chordata,Actinopteri,Lobotiformes,Hapalogenyidae,Hapalogenys,Hapalogenys kishinouyei
NC_080887.1,2998973,NA,Chordata,Actinopteri,Characiformes,Acestrorhamphidae,Hyphessobrycon,Hyphessobrycon heterorhabdus
NC_080868.1,1206929,NA,Chordata,Actinopteri,NA,Pseudochromidae,Congrogadus,Congrogadus subducens
OP007122.1,46612,NA,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus leucas
OR161035.1,3135424,NA,Chordata,Amphibia,Anura,Rhacophoridae,Zhangixalus,Zhangixalus burmanus
ON652873.2,112232,NA,Chordata,Chondrichthyes,Carcharhiniformes,Triakidae,Mustelus,Mustelus asterias
OR143296.1,30531,NA,Chordata,Mammalia,Artiodactyla,Cervidae,Axis,Axis axis
OP882679.1,8032,NA,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo trutta
OP882676.1,182227,NA,Chordata,Actinopteri,Osmeriformes,Retropinnidae,Prototroctes,Prototroctes maraena
OP882666.1,316163,NA,Chordata,Actinopteri,Clupeiformes,Clupeidae,Nematalosa,Nematalosa erebi
OP882662.1,78195,NA,Chordata,Actinopteri,Gobiiformes,Eleotridae,Mogurnda,Mogurnda adspersa
OP882657.1,135765,NA,Chordata,Actinopteri,Centrarchiformes,Percichthyidae,Macquaria,Macquaria australasica
OP882656.1,135764,NA,Chordata,Actinopteri,Centrarchiformes,Percichthyidae,Macquaria,Macquaria ambigua
OP882655.1,135762,NA,Chordata,Actinopteri,Centrarchiformes,Percichthyidae,Maccullochella,Maccullochella peelii
OP882647.1,2888833,NA,Chordata,Actinopteri,Gobiiformes,Eleotridae,Hypseleotris,Hypseleotris gymnocephala
OP882646.1,37273,NA,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia holbrooki
OP882636.1,135755,NA,Chordata,Actinopteri,Centrarchiformes,Percichthyidae,Gadopsis,Gadopsis marmoratus
OP882633.1,135754,NA,Chordata,Actinopteri,Centrarchiformes,Percichthyidae,Gadopsis,Gadopsis bispinosus
OP882631.1,120857,NA,Chordata,Actinopteri,Atheriniformes,Atherinidae,Craterocephalus,Craterocephalus stercusmuscarum
OP882626.1,443752,NA,Chordata,Actinopteri,Centrarchiformes,Terapontidae,Bidyanus,Bidyanus bidyanus
